7946,22216,4
7689,21572,4
6367,4299,4
5613,21861,2
4916,14924,4
4884,21554,2
4823,22257,2
4657,21559,2
4326,22260,2
4307,21546,2
4301,21569,2
4269,21202,2
4067,21190,1
4001,22535,1
3683,22538,2
3547,21184,4
3511,21182,1
3308,21867,2
3137,22615,1
3062,21560,1
2958,21538,1
2920,14920,1
2667,22248,1
2634,4449,1
2492,21194,1
2458,4301,2
2451,22616,1
2158,14917,1
2141,14926,1
2137,22618,1
2002,21192,1
1837,22620,1
1809,21849,1
1805,4300,1
1763,22212,2
1747,14310,1
1708,4446,1
1692,21853,1
1620,22254,1
1432,21186,1
1350,22268,1
1308,14309,1
1299,14913,1
1269,21869,1
1227,4451,1
1167,4450,1
1034,14914,1
1028,22528,1
992,14311,1
936,4454,1
813,4460,2
769,16197,1
721,4452,1
695,14912,1
539,22243,1
422,4448,1
401,22532,3
398,4447,1
216,22250,1
84,4459,1
75,4453,1
47,26615,1
22,26609,1
22,4458,1
18,2733,1
17,10417,1
11,10408,1
10,4456,2
10,4456,3
9,21273,6
7,10412,3
5,26633,6
4,4457,1
3,16174,6
3,16181,6
3,9012,1
3,9012,6
2,15610,1
2,9460,6
1,10505,6
1,21642,2
1,26912,2
1,4455,6
