7959,22216,4
7493,21861,2
7214,21572,4
6628,22257,2
6551,4299,4
6221,21559,2
6156,21554,2
5822,21569,2
5743,14924,2
5717,22260,2
5627,21202,2
5448,21546,2
4548,21190,1
4447,22535,1
4397,22538,2
4289,21867,2
3826,21182,1
3657,21184,2
3493,14920,2
3431,22615,2
3357,21560,1
3324,4301,2
3208,21538,1
3101,4449,1
2929,21194,1
2821,22248,1
2568,22616,1
2487,22212,2
2484,14926,1
2456,21192,2
2367,22618,1
2344,14917,1
2068,21853,2
1996,21849,1
1982,4446,1
1950,22620,1
1876,21186,1
1843,4300,1
1833,22254,1
1710,14310,1
1563,14913,1
1529,22268,1
1464,14309,1
1329,21869,1
1329,4451,1
1293,4450,1
1128,4460,2
1103,14914,1
1095,22528,1
1072,14311,1
919,4454,1
840,14912,1
811,16197,1
698,4452,1
591,22243,1
458,22532,3
458,4447,1
441,4448,1
280,22250,3
72,4459,1
56,4453,1
46,26615,1
37,4458,1
24,26609,1
19,2733,1
15,21273,6
14,10408,1
14,10417,1
10,4456,1
10,4456,6
7,10412,2
5,26633,1
5,9012,3
4,16174,2
4,4457,1
3,15610,1
3,15610,2
3,16181,1
3,9460,6
2,26912,2
1,10505,4
1,21642,1
1,21642,3
1,21642,6
1,4455,1
1,4455,2
1,4455,6
