6492,22216,4
6119,21861,2
5889,21572,4
5278,21554,2
5005,22257,2
4996,21569,2
4941,21202,2
4859,21546,2
4814,4299,4
4744,21559,2
4478,22260,2
4191,21190,1
3831,21867,2
3775,22538,2
3718,14924,2
3590,22535,1
3510,21182,1
3123,22615,1
3005,21560,1
2993,4449,1
2753,21184,2
2729,21538,1
2620,14920,1
2209,22248,1
2175,14917,1
2115,22616,1
2100,21194,1
2089,4301,2
2031,22212,2
1984,14926,1
1942,22620,1
1901,22618,1
1768,21192,2
1755,21186,1
1744,21849,1
1728,4446,1
1629,21853,1
1579,22254,1
1544,14310,1
1489,4300,1
1471,14913,1
1232,22268,3
1148,21869,1
1142,14309,1
1089,4451,1
1012,4450,1
980,22528,1
884,14914,1
819,4454,1
748,14311,1
718,14912,1
690,16197,6
689,4460,2
637,4452,1
552,22243,1
458,4447,1
424,22532,1
376,4448,1
258,22250,3
97,15610,4
80,4453,1
62,4459,1
48,4458,1
29,26615,1
22,10417,1
13,10408,1
13,4456,1
11,2733,1
10,21273,1
10,4457,1
9,10412,2
9,26609,4
5,10505,1
5,16174,1
4,26633,4
4,9012,3
3,16181,1
2,4455,1
2,4455,6
2,9460,6
1,21642,1
1,21642,3
1,21642,6
1,26912,3
1,26912,6
