7848,21861,2
7218,22216,4
7115,22257,2
6908,21572,4
6739,21554,2
6713,21559,2
6340,22260,2
6274,14924,2
6228,21569,2
6222,4299,4
6138,22535,1
5781,21546,2
5708,21202,2
5492,21190,1
4740,22538,2
4633,21867,2
4488,21182,1
4361,21560,1
4162,21184,4
4054,14920,1
3920,22615,1
3817,21538,1
3693,4449,1
3591,21194,1
3488,4301,2
3184,22616,1
3019,14917,1
2974,22248,1
2792,14926,1
2762,22618,1
2655,21192,2
2514,22212,2
2409,21853,1
2383,22620,1
2355,21186,1
2307,21849,1
2140,4446,1
2033,14913,1
2012,22254,1
1995,4300,1
1889,14310,1
1740,21869,1
1724,14309,1
1667,22268,1
1539,4451,1
1498,4450,1
1354,22528,1
1249,14311,1
1190,4460,2
1121,14914,1
950,4454,1
922,16197,1
885,14912,1
744,4452,1
617,22243,1
582,22532,1
574,4447,1
546,4448,1
312,22250,1
82,4453,1
61,4459,1
57,26615,1
49,4458,1
26,10417,1
22,26609,1
21,2733,1
19,21273,6
14,10408,1
11,4456,1
11,4456,3
6,16181,3
5,4457,3
4,10412,1
4,10412,2
4,16174,3
3,26633,6
3,9012,2
2,15610,1
2,15610,3
2,4455,1
2,9458,2
1,21642,3
1,21642,6
1,26912,6
1,9460,3
1,9460,6
