5078,21572,4
3751,21190,1
3701,21554,2
3663,21182,1
3604,21569,2
3509,21861,2
3419,21546,2
3333,22216,2
3206,22535,1
3131,21202,2
2927,22257,2
2799,21560,1
2779,21559,2
2690,4449,1
2636,22538,2
2633,14917,1
2607,22260,2
2536,4299,2
2290,22615,1
2271,14924,1
2215,21867,2
2131,14920,1
2125,21184,1
2123,21538,1
1963,22616,1
1912,21194,1
1827,4446,1
1763,14310,1
1721,14309,1
1714,14926,1
1684,22248,1
1681,22620,1
1608,21192,1
1546,22212,1
1531,21849,1
1528,22618,1
1471,14913,1
1436,21853,1
1396,21186,1
1395,4301,1
1183,4300,1
1142,14311,1
1066,22254,1
1064,21869,1
815,22268,1
792,4450,1
777,14912,1
760,14914,1
737,22528,1
712,4451,1
650,4452,1
585,16197,1
540,4454,1
525,4460,2
368,22243,1
360,4447,1
331,22532,1
268,22250,1
259,4448,1
91,15610,4
47,4453,1
43,4459,1
34,4458,1
21,26615,2
14,10417,1
12,2733,1
10,26609,1
8,10412,1
7,10408,1
7,10408,2
7,4456,1
7,4456,2
6,10505,3
4,16181,1
3,26633,1
3,4457,1
2,16174,1
2,9012,1
1,21273,1
1,21273,4
1,4455,6
1,9460,3
1,9460,6
